@relation 'CensusIncome_AT: CensusIncome-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Add-Ntest-Clast-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Add-Ntest-C14-weka.filters.unsupervised.attribute.Remove-R2-3,5-9,13-14-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Center_principal components-weka.filters.unsupervised.attribute.Remove-R2'

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute fnlwgt numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute income {>50K,<=50K}
@attribute '1    capital-gain-0.002capital-loss+0    age+0    hours-per-week+0    education-num' numeric

@data
31,Private,200192,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany,<=50K,-1077.497353
19,Private,427862,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K,-1077.499687
23,State-gov,33551,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,<=50K,-1077.498592
44,Private,164043,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,-1077.495488
43,?,116632,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,>50K,-1077.494933
42,Private,175133,Some-college,10,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,-1077.495732
34,Self-emp-not-inc,289731,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,-1077.497008
32,Private,256362,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,-1077.497209
25,Private,282612,Assoc-voc,11,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K,-1077.498128
21,Private,73679,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,-1077.498745
31,Private,237824,HS-grad,9,Married-spouse-absent,Priv-house-serv,Other-relative,Black,Female,0,0,60,Jamaica,<=50K,-1077.494731
36,Local-gov,357720,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.49655
49,Self-emp-not-inc,155489,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,Poland,<=50K,-1077.491451
44,Private,138077,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,<=50K,-1077.496366
42,Private,183479,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,-1077.495689
30,Private,103596,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,99,United-States,<=50K,-1077.489762
33,Private,172304,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,-1077.497194
36,Self-emp-not-inc,313853,Bachelors,13,Divorced,Other-service,Unmarried,Black,Male,0,0,45,United-States,>50K,-1077.495809
17,Private,294485,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K,-1077.5008
20,Private,637080,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K,-1077.500854
32,Private,385959,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K,-1077.495899
33,Self-emp-not-inc,116539,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,-1077.497066
37,Private,129263,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,60,United-States,<=50K,-1077.493828
60,Private,141253,10th,6,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,48,United-States,<=50K,-1077.492272
35,State-gov,35626,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,<=50K,-1077.500013
43,Federal-gov,94937,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,-1077.495461
46,Private,220269,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,-1077.495158
29,Self-emp-not-inc,169544,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,40,United-States,>50K,4100.494508
36,Private,214604,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,>50K,-1077.496203
27,Private,81540,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,-1077.497927
50,Private,24013,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,84,United-States,>50K,-1077.488817
22,Private,124940,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,44,United-States,<=50K,-1077.498077
33,State-gov,313729,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K,-1077.494231
61,Private,192237,10th,6,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,-1077.493177
28,?,168524,Assoc-voc,11,Married-civ-spouse,?,Own-child,White,Female,0,0,40,United-States,<=50K,-1077.497698
41,Self-emp-not-inc,113324,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,>50K,-1077.4919
22,Private,215477,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,-1077.498601
27,Private,199903,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.497756
25,Private,431861,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,-1077.498214
32,Private,105938,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,1602,20,United-States,<=50K,-1080.271514
28,Private,274679,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,-1077.496259
25,Private,177499,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,1590,35,United-States,<=50K,-1080.249619
28,Private,206125,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,-1077.49774
37,Local-gov,221740,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,>50K,-1077.497632
58,Private,202652,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K,-1077.493873
39,Private,348960,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,-1077.496205
33,Private,171876,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,-1077.497023
59,Private,157932,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,-1077.493464
58,Private,201344,Bachelors,13,Divorced,Craft-repair,Own-child,White,Female,0,0,20,United-States,<=50K,-1077.49593
38,Private,354739,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,36,Philippines,>50K,-1077.496788
34,Private,40067,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,-1077.49688
31,Private,326862,Some-college,10,Divorced,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K,-1077.49731
48,Local-gov,189762,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,-1077.494914
65,?,149049,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,-1077.492475
45,Private,226246,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K,-1077.494034
80,?,29020,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,10605,0,10,United-States,>50K,9527.489918
23,Private,38251,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,-1077.4985
33,Private,196385,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K,-1077.497246
38,Self-emp-not-inc,217054,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.496306
44,Self-emp-not-inc,104973,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,-1077.495274
48,Local-gov,238959,Masters,14,Divorced,Exec-managerial,Unmarried,Black,Female,9562,0,40,United-States,>50K,8484.490799
40,State-gov,34218,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,-1077.496062
19,Local-gov,292962,HS-grad,9,Never-married,Craft-repair,Other-relative,Black,Female,0,0,40,United-States,<=50K,-1077.499074
45,Private,235924,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,-1077.495174
34,Private,98656,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.49688
70,Private,102610,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,80,United-States,<=50K,-1077.486472
32,Local-gov,296466,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K,-1077.494374
33,Private,323069,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,-1077.49698
24,Private,184756,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.498186
30,Local-gov,233993,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K,-1077.500602
22,Private,130724,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,25,United-States,<=50K,-1077.500567
52,Self-emp-inc,181855,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,99999,0,65,United-States,>50K,98921.357546
67,Self-emp-not-inc,127543,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,2414,0,80,United-States,<=50K,1336.509266
40,Private,187164,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,45,United-States,<=50K,-1080.388199
55,Private,113912,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,<=50K,-1077.496446
29,Private,216479,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.49764
62,Private,135480,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,16,United-States,<=50K,-1077.496052
22,Private,204160,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,-1077.498644
64,State-gov,114650,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,-1077.49279
29,Self-emp-not-inc,240172,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,<=50K,-1077.496158
28,Private,184831,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,-1077.49774
25,Private,124590,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K,-1077.498214
47,State-gov,120429,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K,13946.483769
26,Private,202033,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,-1077.497899
18,Private,156874,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,27,United-States,<=50K,-1077.500964
52,Self-emp-inc,177727,10th,6,Married-civ-spouse,Sales,Husband,White,Male,4064,0,45,United-States,<=50K,2986.500024
48,Local-gov,334409,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K,-1077.493432
36,Private,311255,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Haiti,<=50K,-1077.496636
23,Private,214227,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K,-1077.499726
41,Private,115849,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,-1077.495918
56,State-gov,671292,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,>50K,-1077.494029
53,Private,31460,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.494197
26,Private,141824,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.498027
22,Private,310152,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,3325,0,40,United-States,<=50K,2247.496357
25,Private,179953,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,2597,0,31,United-States,<=50K,1519.496882
31,Private,137952,Some-college,10,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Puerto-Rico,<=50K,-1077.49731
36,Private,103323,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40,United-States,<=50K,1751.499202
46,Private,174426,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,-1077.495158
46,State-gov,192779,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Male,0,2258,38,United-States,>50K,-1081.401989
32,Private,169955,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,36,Puerto-Rico,<=50K,-1077.497691
43,Self-emp-not-inc,48087,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,<=50K,-1077.49301
30,Private,132601,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K,98921.352338
41,Self-emp-inc,253060,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,45,United-States,>50K,6610.493249
50,Private,108435,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,>50K,98921.356561
37,State-gov,210452,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K,-1077.496541
22,Local-gov,134181,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,50,United-States,<=50K,-1077.497333
51,Federal-gov,45487,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,<=50K,-1077.48924
47,Private,183522,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,>50K,-1077.495015
40,Private,199303,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,-1077.496062
46,Private,83064,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,-1077.495158
23,?,134997,Some-college,10,Separated,?,Unmarried,White,Female,0,0,20,United-States,<=50K,-1077.501079
30,Private,44419,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,-1077.497454
27,Self-emp-not-inc,442612,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K,-1077.49465
31,Local-gov,158092,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K,-1077.497966
31,Private,374833,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K,-1077.497652
30,Private,112650,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,-1077.497496
50,Local-gov,183390,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,-1077.494456
27,Private,207418,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,-1077.496445
22,?,335453,Some-college,10,Never-married,?,Own-child,White,Female,0,0,16,United-States,<=50K,-1077.501747
29,Private,243660,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K,-1077.496329
28,Private,54243,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K,-1077.495162
54,Private,50385,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,45,United-States,>50K,-1077.493227
47,State-gov,187581,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,>50K,-1077.493923
34,Private,37380,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,-1077.496922
26,Private,247025,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.498027
53,?,29231,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,<=50K,-1077.495066
23,State-gov,101094,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,60,United-States,<=50K,-1077.495836
42,Local-gov,176716,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.495561
36,Self-emp-not-inc,118429,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,-1077.495325
52,Federal-gov,221532,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K,-1077.493514
22,?,120572,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K,-1077.498601
27,Local-gov,124680,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.497713
42,Private,153160,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,-1077.495775
39,Private,114678,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,5455,0,40,United-States,<=50K,4377.495522
49,State-gov,142856,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,-1077.494771
36,Private,29702,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K,6610.491706
20,Private,277700,Preschool,1,Never-married,Other-service,Own-child,White,Male,0,0,32,United-States,<=50K,-1077.500321
55,Self-emp-inc,67433,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,-1077.491288
47,Private,121124,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,-1077.495228
33,Private,394447,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,33,United-States,>50K,-1077.49777
36,Private,79649,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,-1077.496593
39,Private,203763,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,0,0,80,United-States,<=50K,-1077.490663
55,Private,229029,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,48,United-States,>50K,13946.484526
21,?,494638,Assoc-acdm,12,Never-married,?,Own-child,White,Male,0,0,15,United-States,<=50K,-1077.501936
48,Private,162816,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,-1077.494131
30,Private,109117,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K,-1077.496755
24,Private,32732,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,-1077.497046
57,Self-emp-not-inc,217692,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,38,United-States,<=50K,-1077.493885
20,Private,34590,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K,-1077.496266
18,?,276864,Some-college,10,Never-married,?,Own-child,White,Female,0,1602,20,United-States,<=50K,-1080.27348
56,Private,168625,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,4101,0,40,United-States,<=50K,3023.500014
36,Private,91037,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,-1077.496636
44,Private,171484,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,-1077.495616
57,Private,200453,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,>50K,13946.483593
57,Private,36990,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,52,United-States,<=50K,-1077.49205
33,Private,198211,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,-1077.497066
61,?,30475,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K,-1077.493263
39,Private,70995,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,99,United-States,>50K,13946.488916
28,Private,245790,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,-1077.497783
31,Private,273324,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,1721,16,United-States,<=50K,-1080.478026
60,Private,182687,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,-1077.493065
36,Local-gov,247807,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K,-1077.49655
58,Private,163113,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States,>50K,-1077.494135
50,Private,180522,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,38,United-States,<=50K,-1077.494847
23,Local-gov,203353,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,12,United-States,<=50K,-1077.502
30,Private,87469,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,-1077.497496
20,?,216563,11th,7,Never-married,?,Other-relative,White,Male,0,0,40,United-States,<=50K,-1077.499016
90,Private,87372,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,72,United-States,>50K,18973.485155
